client_id,date,value_usd,segment
9077A,2023-08-16,14.21875,B2C
9439A,2023-09-28,11.75,B2C
9474A,2023-05-06,16.25,B2C
9414A,2023-05-27,13.75,B2C
9349A,2023-07-22,27.625,B2B
9265A,2023-06-20,15.0,B2C
9069A,2023-06-26,10.6875,B2C
9269A,2023-07-25,11.75,B2C
9479A,2023-10-24,11.75,B2C
9487A,2023-06-10,19.975,B2B
9353A,2023-12-23,19.55,B2B
9187A,2023-08-04,16.25,B2C
9367A,2023-07-05,19.55,B2B
9339A,2023-05-22,14.6875,B2C
9192A,2023-08-22,14.5,B2C
9474A,2023-05-08,16.25,B2C
9480A,2023-07-11,14.21875,B2C
9289A,2023-08-10,14.21875,B2C
9062A,2023-07-01,11.75,B2C
9192A,2023-08-23,14.5,B2C
9103A,2023-06-27,25.5,B2B
9394A,2023-10-24,14.21875,B2C
9077A,2023-08-19,14.21875,B2C
9310A,2023-07-28,15.0,B2C
9464A,2023-05-21,15.0,B2C
9503A,2023-10-04,7.5,B2C
9483A,2023-07-20,11.75,B2C
9280A,2023-08-20,14.21875,B2C
9352A,2023-05-18,12.25,B2C
9113A,2023-08-27,7.5,B2C
9122A,2023-06-25,7.5,B2C
9407A,2023-05-22,11.75,B2C
9474A,2023-05-10,16.25,B2C
9406A,2023-08-23,7.5,B2C
9420A,2023-08-11,10.0,B2C
9475A,2023-07-25,2.5,B2C
9494A,2023-05-24,11.75,B2C
9397A,2023-08-19,7.5,B2C
9502A,2023-09-29,11.75,B2C
9504A,2023-04-30,7.5,B2C
9474A,2023-05-13,16.25,B2C
9394A,2023-10-28,14.21875,B2C
9353A,2023-12-28,19.55,B2B
9168A,2023-06-17,14.21875,B2C
9464A,2023-05-24,15.0,B2C
9377A,2023-05-16,16.25,B2C
9192A,2023-08-27,14.5,B2C
9077A,2023-08-23,14.21875,B2C
9306A,2023-06-13,13.75,B2C
9367A,2023-07-10,19.55,B2B
9289A,2023-08-15,14.21875,B2C
9192A,2023-08-28,14.5,B2C
9187A,2023-08-10,16.25,B2C
9511A,2023-06-06,11.75,B2C
9247A,2023-08-18,27.625,B2B
9487A,2023-06-17,19.975,B2B
9521A,2023-05-06,24.171875,B2B
9474A,2023-05-15,15.0,B2C
9349A,2023-07-30,27.625,B2B
9353A,2023-12-30,19.55,B2B
9168A,2023-06-19,14.21875,B2C
9480A,2023-07-18,14.21875,B2C
9171A,2023-04-28,14.21875,B2C
9510A,2023-07-29,12.5,B2C
9077A,2023-08-26,14.21875,B2C
9103A,2023-07-04,25.5,B2B
9192A,2023-08-30,14.5,B2C
9367A,2023-07-13,19.55,B2B
9370A,2023-06-02,14.21875,B2C
9394A,2023-10-31,14.21875,B2C
9464A,2023-05-27,15.0,B2C
9510A,2023-07-30,12.5,B2C
9474A,2023-05-16,15.0,B2C
9521A,2023-05-08,24.171875,B2B
9503A,2023-10-11,11.75,B2C
9310A,2023-08-04,15.0,B2C
9280A,2023-08-27,14.21875,B2C
9428A,2023-07-22,10.6875,B2C
9407A,2023-05-29,14.6875,B2C
9247A,2023-08-22,25.5,B2B
9247A,2023-08-22,25.5,B2B
9247A,2023-08-22,25.5,B2B
9247A,2023-08-22,25.5,B2B
9247A,2023-08-23,25.5,B2B
9247A,2023-08-23,25.5,B2B
9247A,2023-08-23,25.5,B2B
9247A,2023-08-23,25.5,B2B
9137A,2023-07-05,13.75,B2C
9077A,2023-08-30,14.21875,B2C
9168A,2023-06-24,14.21875,B2C
9192A,2023-09-03,14.5,B2C
9464A,2023-05-31,15.0,B2C
9306A,2023-06-20,13.75,B2C
9474A,2023-05-20,15.0,B2C
9289A,2023-08-21,14.21875,B2C
9367A,2023-07-17,19.55,B2B
9521A,2023-05-12,24.171875,B2B
9526A,2023-04-23,18.0,B2C
9483A,2023-07-31,16.25,B2C
9192A,2023-09-04,14.5,B2C
9265A,2023-07-04,15.0,B2C
9351A,2023-05-31,18.0,B2C
9349A,2023-08-05,27.625,B2B
9535A,2023-08-03,7.5,B2C
9245A,2023-11-09,11.75,B2C
9536A,2023-05-04,7.5,B2C
9339A,2023-06-05,14.6875,B2C
9168A,2023-06-26,14.21875,B2C
9480A,2023-07-25,14.21875,B2C
9171A,2023-05-05,14.21875,B2C
9510A,2023-08-05,12.5,B2C
9474A,2023-05-22,15.0,B2C
9464A,2023-06-03,15.0,B2C
9192A,2023-09-06,10.875,B2C
9103A,2023-07-11,25.5,B2B
9077A,2023-09-02,14.21875,B2C
9367A,2023-07-20,19.55,B2B
9187A,2023-08-19,11.75,B2C
9510A,2023-08-06,12.5,B2C
9521A,2023-05-15,24.171875,B2B
9494A,2023-06-04,11.75,B2C
9310A,2023-08-11,15.0,B2C
9407A,2023-06-05,14.6875,B2C
9352A,2023-06-01,12.25,B2C
9280A,2023-09-03,14.21875,B2C
9474A,2023-05-24,15.0,B2C
9464A,2023-06-06,15.0,B2C
9171A,2023-05-09,14.21875,B2C
9554A,2023-09-30,11.75,B2C
9069A,2023-07-16,10.6875,B2C
9306A,2023-06-27,13.75,B2C
9192A,2023-09-10,10.875,B2C
9168A,2023-07-01,14.21875,B2C
9549A,2023-10-06,14.6875,B2C
9377A,2023-05-30,16.25,B2C
9077A,2023-09-06,14.21875,B2C
9289A,2023-08-28,14.21875,B2C
9265A,2023-07-11,12.1875,B2C
9544A,2023-09-28,18.16875,B2B
9398A,2023-07-11,17.849999999999998,B2B
9555A,2023-04-27,11.75,B2C
9192A,2023-09-11,10.875,B2C
9367A,2023-07-25,19.55,B2B
9349A,2023-08-12,27.625,B2B
9187A,2023-08-24,21.66675,B2C
9192A,2023-09-12,10.875,B2C
9510A,2023-08-12,12.5,B2C
9480A,2023-08-01,14.21875,B2C
9168A,2023-07-03,14.21875,B2C
9077A,2023-09-08,14.21875,B2C
9464A,2023-06-09,15.0,B2C
9474A,2023-05-29,15.0,B2C
9559A,2023-05-05,11.75,B2C
9310A,2023-08-18,15.0,B2C
9428A,2023-08-05,10.6875,B2C
9510A,2023-08-14,12.5,B2C
9474A,2023-05-31,15.0,B2C
9398A,2023-07-14,17.849999999999998,B2B
9407A,2023-06-14,14.6875,B2C
9289A,2023-09-03,14.21875,B2C
9370A,2023-06-19,14.21875,B2C
9168A,2023-07-07,14.21875,B2C
9542A,2023-04-07,113.75,B2C
9542A,2023-04-08,58.75,B2C
9168A,2023-07-08,14.21875,B2C
9483A,2023-08-13,16.25,B2C
9474A,2023-06-03,15.0,B2C
9077A,2023-09-13,14.21875,B2C
9464A,2023-06-14,15.0,B2C
9192A,2023-09-17,14.5,B2C
9367A,2023-07-31,19.55,B2B
9549A,2023-10-13,14.6875,B2C
9582A,2023-05-15,12.75,B2B
9265A,2023-07-18,12.1875,B2C
9544A,2023-10-05,18.16875,B2B
9349A,2023-08-19,27.625,B2B
9192A,2023-09-18,14.5,B2C
9168A,2023-07-10,7.5,B2C
9480A,2023-08-08,14.21875,B2C
9474A,2023-06-05,15.0,B2C
9510A,2023-08-19,12.5,B2C
9233A,2023-12-14,10.83325,B2C
9171A,2023-05-19,14.21875,B2C
9504A,2023-05-23,13.75,B2C
9398A,2023-07-19,17.849999999999998,B2B
9103A,2023-07-25,25.5,B2B
9339A,2023-06-20,14.6875,B2C
9510A,2023-08-20,12.5,B2C
9367A,2023-08-03,19.55,B2B
9077A,2023-09-16,14.21875,B2C
9187A,2023-09-02,21.66675,B2C
9192A,2023-09-20,14.5,B2C
9069A,2023-07-26,6.125,B2C
9464A,2023-06-18,14.21875,B2C
9310A,2023-08-25,15.0,B2C
9280A,2023-09-17,14.21875,B2C
9045A,2023-08-24,8.125,B2C
9352A,2023-06-15,12.25,B2C
9474A,2023-06-07,15.0,B2C
9407A,2023-06-19,14.6875,B2C
9582A,2023-05-20,18.221875,B2B
9277A,2023-05-08,13.75,B2C
9171A,2023-05-23,14.21875,B2C
9464A,2023-06-20,14.21875,B2C
9168A,2023-07-15,7.5,B2C
9474A,2023-06-10,15.0,B2C
9192A,2023-09-24,14.5,B2C
9521A,2023-06-02,24.171875,B2B
9549A,2023-10-20,14.6875,B2C
9367A,2023-08-07,19.55,B2B
9554A,2023-10-14,7.5,B2C
9601A,2023-04-25,19.55,B2B
9265A,2023-07-25,12.1875,B2C
9377A,2023-06-14,16.25,B2C
9289A,2023-09-12,14.21875,B2C
9077A,2023-09-21,14.21875,B2C
9192A,2023-09-25,14.5,B2C
9604A,2023-04-24,7.5,B2C
9511A,2023-07-04,13.75,B2C
9487A,2023-07-16,27.625,B2B
9544A,2023-10-13,18.16875,B2B
9168A,2023-07-17,7.5,B2C
9474A,2023-06-12,15.0,B2C
9480A,2023-08-15,14.21875,B2C
9349A,2023-08-27,27.625,B2B
9483A,2023-08-22,16.25,B2C
9510A,2023-08-26,12.5,B2C
9233A,2023-12-21,10.83325,B2C
9367A,2023-08-09,19.55,B2B
9103A,2023-08-01,25.5,B2B
9077A,2023-09-23,14.21875,B2C
9510A,2023-08-27,12.5,B2C
9187A,2023-09-09,21.66675,B2C
9192A,2023-09-27,14.5,B2C
9464A,2023-06-24,14.21875,B2C
9601A,2023-04-28,19.55,B2B
9608A,2023-05-03,7.5,B2C
9428A,2023-08-19,10.6875,B2C
9625A,2023-06-04,13.75,B2C
9474A,2023-06-14,15.0,B2C
9623A,2023-05-19,11.75,B2C
9398A,2023-07-28,17.849999999999998,B2B
9628A,2023-05-11,7.5,B2C
9367A,2023-08-14,19.55,B2B
9474A,2023-06-17,15.0,B2C
9192A,2023-10-01,14.5,B2C
9168A,2023-07-22,7.5,B2C
9549A,2023-10-27,14.6875,B2C
9582A,2023-05-28,18.221875,B2B
9464A,2023-06-28,14.21875,B2C
9601A,2023-05-02,19.55,B2B
9265A,2023-08-01,12.1875,B2C
9069A,2023-08-07,10.6875,B2C
9192A,2023-10-02,14.5,B2C
9077A,2023-09-28,14.21875,B2C
9289A,2023-09-19,14.21875,B2C
9554A,2023-10-22,7.5,B2C
9377A,2023-06-21,5.75,B2C
9504A,2023-06-05,13.75,B2C
9339A,2023-07-03,11.75,B2C
9480A,2023-08-22,14.21875,B2C
9510A,2023-09-02,12.5,B2C
9233A,2023-12-28,10.83325,B2C
9474A,2023-06-19,15.0,B2C
9171A,2023-06-02,14.21875,B2C
9367A,2023-08-16,19.55,B2B
9168A,2023-07-24,7.5,B2C
9621A,2023-07-25,12.25,B2C
9349A,2023-09-03,27.625,B2B
9103A,2023-08-08,25.5,B2B
9077A,2023-09-30,14.21875,B2C
9192A,2023-10-04,14.5,B2C
9464A,2023-07-01,14.21875,B2C
9601A,2023-05-05,19.55,B2B
9638A,2023-05-02,11.75,B2C
9641A,2023-07-30,7.5,B2C
9045A,2023-09-07,8.125,B2C
9370A,2023-07-08,14.21875,B2C
9352A,2023-06-29,12.25,B2C
9280A,2023-10-01,14.21875,B2C
9474A,2023-06-21,15.0,B2C
9623A,2023-05-26,15.0,B2C
9407A,2023-07-03,14.6875,B2C
9131A,2023-09-16,7.5,B2C
9464A,2023-07-04,14.21875,B2C
9582A,2023-06-03,18.221875,B2B
9601A,2023-05-08,19.55,B2B
9521A,2023-06-15,24.171875,B2B
9171A,2023-06-06,14.21875,B2C
9351A,2023-07-03,18.0,B2C
9487A,2023-07-27,27.625,B2B
9192A,2023-10-08,14.5,B2C
9168A,2023-07-29,7.5,B2C
9077A,2023-10-04,14.21875,B2C
9377A,2023-06-27,5.75,B2C
9554A,2023-10-28,7.5,B2C
9474A,2023-06-24,15.0,B2C
9367A,2023-08-21,19.55,B2B
9549A,2023-11-03,16.25,B2C
9306A,2023-07-25,7.5,B2C
9289A,2023-09-26,14.21875,B2C
9544A,2023-10-26,18.16875,B2B
9192A,2023-10-09,14.5,B2C
9664A,2023-05-06,12.75,B2B
9265A,2023-08-08,7.5,B2C
9601A,2023-05-10,19.55,B2B
9623A,2023-05-30,15.0,B2C
9339A,2023-07-09,7.5,B2C
9668A,2023-05-23,12.75,B2B
9480A,2023-08-29,14.21875,B2C
9510A,2023-09-09,12.5,B2C
9464A,2023-07-07,14.21875,B2C
9521A,2023-06-18,24.171875,B2B
9474A,2023-06-26,15.0,B2C
9616A,2023-04-22,27.625,B2B
9621A,2023-08-01,12.25,B2C
9349A,2023-09-10,27.625,B2B
9077A,2023-10-07,14.21875,B2C
9192A,2023-10-11,14.5,B2C
9601A,2023-05-12,19.55,B2B
9103A,2023-08-15,25.5,B2B
9638A,2023-05-09,11.75,B2C
9662A,2023-07-22,12.75,B2B
9664A,2023-05-08,19.55,B2B
9280A,2023-10-08,14.21875,B2C
9428A,2023-09-02,10.6875,B2C
9474A,2023-06-28,15.0,B2C
9651A,2023-06-13,7.5,B2C
9623A,2023-06-02,15.0,B2C
9608A,2023-05-18,11.5,B2C
9582A,2023-06-10,18.221875,B2B
9464A,2023-07-11,14.21875,B2C
9171A,2023-06-13,14.21875,B2C
9601A,2023-05-15,19.55,B2B
9521A,2023-06-22,24.171875,B2B
9168A,2023-08-04,7.5,B2C
9554A,2023-11-03,7.5,B2C
9692A,2023-10-15,17.0,B2B
9487A,2023-08-03,27.625,B2B
9351A,2023-07-10,14.6875,B2C
9398A,2023-08-13,17.849999999999998,B2B
9703A,2023-05-15,7.5,B2C
9696A,2023-08-20,11.75,B2C
9377A,2023-07-04,5.75,B2C
9077A,2023-10-11,14.21875,B2C
9474A,2023-07-01,15.0,B2C
9367A,2023-08-28,19.55,B2B
9192A,2023-10-15,14.5,B2C
9407A,2023-07-13,7.5,B2C
9549A,2023-11-10,16.25,B2C
9692A,2023-10-16,17.0,B2B
9137A,2023-08-17,13.75,B2C
9672A,2023-05-21,24.171875,B2B
9306A,2023-08-01,12.25,B2C
9370A,2023-07-19,14.21875,B2C
9692A,2023-10-17,17.0,B2B
9721A,2023-05-17,11.75,B2C
9265A,2023-08-15,7.5,B2C
9695A,2023-05-05,19.975,B2B
9601A,2023-05-17,19.55,B2B
9623A,2023-06-06,15.0,B2C
9724A,2023-05-16,10.0,B2C
9069A,2023-08-22,6.125,B2C
9480A,2023-09-05,14.21875,B2C
9664A,2023-05-14,19.55,B2B
9474A,2023-07-03,15.0,B2C
9559A,2023-06-07,11.75,B2C
9616A,2023-04-29,27.625,B2B
9349A,2023-09-17,27.625,B2B
9483A,2023-09-12,16.25,B2C
9510A,2023-09-16,12.5,B2C
9367A,2023-08-30,19.55,B2B
9168A,2023-08-07,14.21875,B2C
9672A,2023-05-23,24.171875,B2B
9638A,2023-05-15,16.25,B2C
9727A,2023-10-02,12.75,B2B
9692A,2023-10-18,17.0,B2B
9664A,2023-05-15,19.55,B2B
9289A,2023-10-05,14.21875,B2C
9339A,2023-07-18,14.6875,B2C
9192A,2023-10-18,14.5,B2C
9077A,2023-10-14,14.21875,B2C
9502A,2023-11-21,16.25,B2C
9601A,2023-05-19,19.55,B2B
9725A,2023-05-11,7.5,B2C
9692A,2023-10-19,17.0,B2B
9718A,2023-07-13,10.0,B2C
9521A,2023-06-26,24.171875,B2B
9420A,2023-10-03,8.125,B2C
9717A,2023-06-20,7.5,B2C
9739A,2023-04-23,11.75,B2C
9352A,2023-07-13,12.25,B2C
9280A,2023-10-15,14.21875,B2C
9474A,2023-07-05,15.0,B2C
9716A,2023-07-06,12.75,B2B
9045A,2023-09-21,8.125,B2C
9407A,2023-07-17,14.6875,B2C
9623A,2023-06-09,15.0,B2C
9672A,2023-05-25,25.5,B2B
9397A,2023-10-12,6.875,B2C
9377A,2023-07-11,5.75,B2C
9474A,2023-07-08,15.0,B2C
9601A,2023-05-23,19.55,B2B
9554A,2023-11-11,7.5,B2C
9621A,2023-08-13,12.25,B2C
9672A,2023-05-28,24.171875,B2B
9367A,2023-09-04,19.55,B2B
9168A,2023-08-12,14.21875,B2C
9608A,2023-05-28,11.5,B2C
9692A,2023-10-23,17.0,B2B
9077A,2023-10-18,14.21875,B2C
9306A,2023-08-08,12.25,B2C
9192A,2023-10-22,14.5,B2C
9664A,2023-05-19,19.55,B2B
9582A,2023-06-18,18.221875,B2B
9265A,2023-08-22,7.5,B2C
9692A,2023-10-24,17.0,B2B
9623A,2023-06-13,15.0,B2C
9755A,2023-04-06,10.0,B2C
9549A,2023-11-18,16.25,B2C
9192A,2023-10-23,14.5,B2C
9289A,2023-10-10,14.21875,B2C
9664A,2023-05-20,19.55,B2B
9521A,2023-07-01,24.171875,B2B
9398A,2023-08-23,17.849999999999998,B2B
9474A,2023-07-10,15.0,B2C
9616A,2023-05-06,27.625,B2B
9504A,2023-06-27,13.75,B2C
9480A,2023-09-12,14.21875,B2C
9349A,2023-09-24,27.625,B2B
9168A,2023-08-14,14.21875,B2C
9672A,2023-05-30,24.171875,B2B
9692A,2023-10-25,17.0,B2B
9664A,2023-05-21,19.55,B2B
9510A,2023-09-23,12.5,B2C
9192A,2023-10-25,14.5,B2C
9774A,2023-07-21,18.16875,B2B
9077A,2023-10-21,14.21875,B2C
9601A,2023-05-26,19.55,B2B
9103A,2023-08-29,25.5,B2B
9664A,2023-05-22,19.55,B2B
9398A,2023-08-24,17.849999999999998,B2B
9638A,2023-05-23,14.6875,B2C
9474A,2023-07-12,15.0,B2C
9407A,2023-07-24,14.6875,B2C
9623A,2023-06-16,15.0,B2C
9672A,2023-06-01,25.5,B2B
9370A,2023-08-01,14.21875,B2C
9192A,2023-10-29,14.5,B2C
9377A,2023-07-18,5.75,B2C
9474A,2023-07-15,15.0,B2C
9339A,2023-07-29,14.6875,B2C
9367A,2023-09-11,19.55,B2B
9582A,2023-06-25,18.221875,B2B
9554A,2023-11-18,7.5,B2C
9608A,2023-06-04,11.5,B2C
9521A,2023-07-07,24.171875,B2B
9168A,2023-08-19,14.21875,B2C
9692A,2023-10-30,19.42845,B2B
9672A,2023-06-04,24.171875,B2B
9664A,2023-05-26,19.55,B2B
9397A,2023-10-22,6.875,B2C
9601A,2023-05-30,19.55,B2B
9265A,2023-08-29,7.5,B2C
9692A,2023-10-31,19.42845,B2B
9623A,2023-06-20,15.0,B2C
9077A,2023-10-26,14.21875,B2C
9664A,2023-05-27,19.55,B2B
9510A,2023-09-30,13.75,B2C
9480A,2023-09-19,14.21875,B2C
9692A,2023-11-01,19.42845,B2B
9474A,2023-07-17,15.0,B2C
9672A,2023-06-06,24.171875,B2B
9168A,2023-08-21,14.21875,B2C
9616A,2023-05-13,27.625,B2B
9664A,2023-05-28,19.55,B2B
9487A,2023-08-20,27.625,B2B
9483A,2023-09-26,15.0,B2C
9289A,2023-10-18,15.0,B2C
9790A,2023-10-10,11.75,B2C
9792A,2023-08-02,11.75,B2C
9797A,2023-05-14,11.75,B2C
9798A,2023-07-06,11.75,B2C
9799A,2023-10-12,11.75,B2C
9802A,2023-05-02,6.875,B2C
9103A,2023-09-05,25.5,B2B
9790A,2023-10-11,12.25,B2C
9192A,2023-11-01,19.33325,B2C
9664A,2023-05-29,19.55,B2B
9171A,2023-07-01,14.21875,B2C
9638A,2023-05-30,14.6875,B2C
9601A,2023-06-02,19.55,B2B
9692A,2023-11-02,19.42845,B2B
9641A,2023-08-27,18.0,B2C
9793A,2023-05-28,10.0,B2C
9352A,2023-07-27,12.25,B2C
9407A,2023-07-31,14.6875,B2C
9306A,2023-08-19,12.25,B2C
9672A,2023-06-08,25.5,B2B
9420A,2023-10-18,8.125,B2C
9474A,2023-07-19,15.0,B2C
9792A,2023-08-04,18.0,B2C
9814A,2023-05-01,11.75,B2C
9716A,2023-07-20,20.825,B2B
9817A,2023-05-16,10.0,B2C
9819A,2023-05-19,11.75,B2C
9280A,2023-10-29,14.21875,B2C
9692A,2023-11-05,19.42845,B2B
9554A,2023-11-24,7.5,B2C
9582A,2023-07-01,18.221875,B2B
9367A,2023-09-17,19.55,B2B
9791A,2023-05-17,14.21875,B2C
9351A,2023-07-31,14.6875,B2C
9521A,2023-07-13,24.171875,B2B
9608A,2023-06-10,11.5,B2C
9349A,2023-10-05,27.625,B2B
9069A,2023-09-09,8.125,B2C
9818A,2023-06-30,11.75,B2C
