date,client_id,value_usd,client_type
2021-06-19 00:17:00.000000 UTC,nyexdFAvBRff0joyEclmIZesjr0jch1gIzTdKUv9g4g=,78.99,Pro
2021-06-16 20:49:00.000000 UTC,/06ojJL2wxINWxhxyxLFbsSWscsQF17J6D+V9u56q6M=,78.99,Pro
2021-06-15 10:55:00.000000 UTC,fmBHfr1AoJUQtEk0G2AAc8N49LbjwDApSnVzw6Bf3Ek=,78.99,Pro
2021-06-15 02:03:00.000000 UTC,w1sTEaFZV6p8X+xYBc1EWHut4CyYqUdJFkqFHlOM3d0=,63.02,Pro
2021-06-13 18:31:00.000000 UTC,KIaOBGI1rXNIr2xtgdOp+0AOXv96t4NINcrtSDajt+U=,79.0,Pro
2021-06-01 23:21:00.000000 UTC,7jx4y1SzaQHxOBhjUG234JGqSOK6U26SF37w7cM1boI=,79.0,Pro
2021-05-29 04:30:00.000000 UTC,vZ0KASQCsyM0l5TBQOCeAD7otj1GYs7e/L+sdgge5DI=,79.0,Pro
2021-05-15 23:07:00.000000 UTC,2KlEbiDb7cd8ThawzVkZJZDpgbyU8RW0vG8P/+617vI=,77.77,Pro
2021-05-14 23:48:00.000000 UTC,sC+sVd0j3x2rX4Fjg6ZGr0hQmUocXiwGS6fgiO+Kyy0=,78.38,Pro
2021-05-10 16:42:00.000000 UTC,a8SZjSzcJSlvIfIH6MTuVSYjIp2+gdGzdfH6LUwmyoE=,79.0,Pro
2021-05-23 12:19:00.000000 UTC,h/pfbXZCRzMxyS2mXqS7qXlacSURVlE+/Y3JQY05M/w=,79.0,Pro
2021-05-07 10:56:00.000000 UTC,+LR7C76ZuNHEv1LSm4Xuvg5FRL5z2cmzHG0DOlvbpm0=,74.65,Pro
2021-05-04 21:33:00.000000 UTC,58w0tAmK73EB7WQOSi4P5Rc3dBQW6I9lpHe41bXRu1c=,79.0,Pro
2021-05-04 14:11:00.000000 UTC,t+LsoSnfOGFA+mbRNNIUt+Q1n4t7lDKeyLVfq/MM55s=,78.12,Pro
2021-04-27 16:09:00.000000 UTC,X2ZLu1yIcNVrDVN7KHVESxwpD4sFc775rfkpL9R8zXk=,61.16,Pro
2021-04-24 01:47:00.000000 UTC,U/bxr5zQRpRwxEg39N5qpaEwvb4Jqu5Jdko00PQJNuQ=,40.44,Pro
2021-04-06 11:16:00.000000 UTC,tfpkZ/vgjK94Laobe+uwx6KfE9dcSb1fdr2yK+xoeyo=,79.0,Pro
2021-03-07 22:39:00.000000 UTC,y3FapuVKl4b5y7Viui2g55I6TQln6DGAax8KLWyBvho=,56.09,Pro
2021-01-28 13:48:00.000000 UTC,8W9QEFM7HO+ceWT2bljPMWeoDmx8A7CdeR+NCQRRZXQ=,55.96,Pro
2020-11-15 07:37:00.000000 UTC,tqE0AhhfKRqjBZKVEk2DA3UanciXj1Kh0tHTCzbCu6s=,42.83,Pro
2020-10-05 20:56:00.000000 UTC,DxIc0ft4lUMR0ww7kSO9KAXxe/jt5VXGeO6E2uDcA0A=,40.18,Pro
2020-10-05 19:43:00.000000 UTC,8VHxiPGFmLykFSE1PRemhiixmC1SD3HBzWxs0BIx4/E=,40.18,Pro
2020-10-05 18:44:00.000000 UTC,vc+N/r9ZHchu1MAWZu/RtmbrkFYa930B6n+Npj7rjuY=,40.18,Pro
2020-10-05 17:44:00.000000 UTC,lQvCke4lNCIAOHRaG8upqbZNGLYXoQ5cMGytOAMg6pU=,40.18,Pro
2020-10-05 17:02:00.000000 UTC,Otc7weGJ+fMBTaKw1LFnQsH3Qf9OwKOdmdDiMLVc/hc=,40.18,Pro
2020-10-04 10:25:00.000000 UTC,e8lP0fVkFGuYWILHQlxf4+joQmrphGiz+P1+p3m0usg=,40.18,Pro
2022-06-26 01:21:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2022-05-27 01:21:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2022-04-26 02:22:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2022-03-27 02:23:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2022-02-24 02:23:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2022-01-27 02:24:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-12-27 02:34:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-11-26 02:29:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-10-27 02:24:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-09-26 02:23:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-08-27 02:23:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-07-27 02:24:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-06-26 02:25:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-05-27 02:23:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-04-26 02:22:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-03-27 02:22:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-02-24 02:23:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2021-01-27 02:22:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2020-12-27 02:23:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2020-11-26 02:23:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2020-10-27 01:21:00.000000 UTC,t3bt08kR/MsG7cHhhJRDVXh+JCBCYc8F7cuETQJiTwU=,44.65,Pro
2020-10-27 01:21:00.000000 UTC,8oRqN7l4QPFlXz1xpLtcapjv2ijDkpd0OkLlzcE7Sp4=,44.65,Pro
2020-12-16 04:01:00.000000 UTC,H2kTysFdwGW9Y7kRNgRa5FQgca6fYCOLdRCJ2N7PCaE=,90.45,Pro
2020-11-16 04:01:00.000000 UTC,H2kTysFdwGW9Y7kRNgRa5FQgca6fYCOLdRCJ2N7PCaE=,90.45,Pro
2020-10-16 03:00:00.000000 UTC,H2kTysFdwGW9Y7kRNgRa5FQgca6fYCOLdRCJ2N7PCaE=,90.45,Pro
2022-01-25 22:07:00.000000 UTC,03XNzk8gAx7pESlQ+er7Va+jI0YcJpEO63jzx7ssheA=,193.08,Business
2022-01-23 03:31:00.000000 UTC,wtLqyny14UskTyME2FQO0C40KtFQrqrfMzreSeuHGr0=,155.73,Business
2022-01-17 12:24:00.000000 UTC,tuPJad0J8C5CZ+n08bdfpHw/Iv0rjO3s3Y8cl2GobKk=,170.29,Business
2022-01-14 08:07:00.000000 UTC,qBVGnacbfwWslHixJNGMGI+AH8/NofheMMonm/DrJmM=,170.59,Business
2022-01-12 21:04:00.000000 UTC,zmF9cFjhE0wamm8ICrGvhQx95KWQb59CuggmCN3w4JQ=,165.08,Business
2022-01-10 12:30:00.000000 UTC,u5K9L5IFz+lwYzIL9kXop7Lmc13Ryehuqod9EEIz5HI=,147.55,Business
2022-01-06 05:14:00.000000 UTC,2fDS731HwhsljAtuzaBx2RmStW2qKJsG3BQu6zB3yF0=,168.79,Business
2021-12-30 21:42:00.000000 UTC,hRhB8XGAaN6k7/23fr7jn/MIfwkJ+O+oMxp6jgYoY+8=,124.17,Pro
2021-12-26 15:17:00.000000 UTC,8lTOM0cKgE6OfpBl16o4fLoVBjiD/eKgaspjuLLPSWw=,169.05,Business
2021-12-23 13:43:00.000000 UTC,40+qP+s9AIv/0mw5p+3wUp8IfPUKLtBLL39L9W8zZGw=,115.98,Pro
2021-12-23 08:20:00.000000 UTC,IAgPBLwL/uGJt8aJ/KdbEeXmuwJnhWoJB9RAVT6WAbs=,170.51,Business
2021-12-19 05:38:00.000000 UTC,uMiTLqsONjvlDnAxokyMGUYkWE1jNj6wDAxt9VnbPWs=,167.56,Business
2021-12-16 19:56:00.000000 UTC,ggCIY9IR60woH8eK5jPu3mYVGbNjeOxIgD1JWPlHcrM=,170.58,Business
2021-12-16 17:52:00.000000 UTC,U8Nh+g540ZB03gAxJ3xQnp4UBeMEGW2aNPl5zFyPfj4=,193.45,Business
2021-12-15 04:24:00.000000 UTC,O5JoKVmuSNFr00N0gP8zjGzXp5GJ4ZtAcaFJoBuS+80=,170.58,Business
2021-12-14 21:00:00.000000 UTC,gvv2fGtprJ9gIBaqT3AvKhYCpKn20QyDtoQ+wbL9iC4=,193.45,Business
2021-12-09 15:44:00.000000 UTC,8GjfWJ1Hnt7eg+FLcZHNuvS1Oy5eVlOxNbNa8feyr/o=,119.07,Pro
2021-12-08 20:15:00.000000 UTC,RseAKj0evnCNDZ2L/1cMzSx1e4y6TMiaQ8Zh9CFkoQA=,147.79,Business
2021-12-08 04:03:00.000000 UTC,9dVQUz7Dsx2fcPQoojlyUk9+jluwKk5ChwIvnMTQdVI=,193.48,Business
2021-12-07 21:17:00.000000 UTC,TTOKDRoh6m98iDds+zwAsUPwmuCHG9E8BSgK2+kMIdA=,178.16,Business
2021-12-07 11:52:00.000000 UTC,wlbjHoTIlTt6VTTm0mN+GzqGs77sLAsHo6L2N+ROI5I=,193.2,Business
2021-12-07 01:32:00.000000 UTC,HLYXOmS1xikuxfVv5xVoAfy78yQKq+Df1Tgu9Qrk2bk=,170.59,Business
2021-12-05 13:14:00.000000 UTC,QoMsgTz5afqz9lIkt13mIBpyPlvnE64oRGtPREvpty8=,168.95,Business
2021-12-02 02:29:00.000000 UTC,QATFt9XTNDmWJf5THn7hzAKm4nNdh/oyBdGX9Y+5zDs=,144.17,Business
2021-11-25 05:36:00.000000 UTC,6pSzmjM+Utoa48+kEtMM5PKbsoKoEjOCaMYzbrZN7AA=,170.53,Business
2021-11-24 20:31:00.000000 UTC,iP3IQnYzFQakbuDvvOnTvtN971rbWuEvl1vIGKEr828=,169.46,Business
2021-11-24 17:13:00.000000 UTC,LuVrXYfht2T2F9C5yxo2X1WTJ6aA0uCI9ZgFXuPn8Lw=,192.74,Business
2021-11-22 04:27:00.000000 UTC,vx9dHYtoT8G2OkGHoSsxmIdHFkvRC6jvR9V3IdJHyfs=,132.25,Pro
2021-11-20 19:17:00.000000 UTC,taY//LKYqyXGWWDqmYfGjmvNXKsS+weojBHW3uuMnmY=,121.19,Pro
2021-11-18 04:01:00.000000 UTC,tUqWLKjljV/CZKz5+fIB1Y/s79s1emVdmuy5V7lMt/k=,187.83,Business
2021-11-16 16:40:00.000000 UTC,WjQul2erW8kJxONzz4Sys9rY7PHOo/h3iEunnLaFg4E=,188.95,Business
2021-11-15 06:39:00.000000 UTC,/bp4p2YpR1xhW2Voi0ZgIkce4roo3ofwjdjZh+61gz4=,188.05,Business
2021-11-13 03:58:00.000000 UTC,MMTFatvky0/DReYcDbnXvpB2oLiM49ky0YayYZOYLdc=,167.89,Business
2021-11-11 15:49:00.000000 UTC,YA06ms8zicFswTbsQnwnUdfwbSCpDSEyCVOPELj6BVQ=,151.26,Business
2021-11-11 07:14:00.000000 UTC,U4EmwWxZGPgxiZ2DtiSt9gsBM8dGkWAKT0MABI1Fpf8=,193.34,Business
2021-11-03 18:05:00.000000 UTC,KJMuWkj2UyJ/bYH/31yLhOXJrqX87qF4n7PsjNAnPNM=,193.45,Business
2021-11-02 23:49:00.000000 UTC,NKT31xdAHeL4oEfdOjViGkfYTl1tXj8ZW2nHgvjgBAo=,157.59,Business
2021-10-31 22:28:00.000000 UTC,KDq/jgurZw1BcFW/DLr7DCKd688Mnu+PcBcVrYgll6w=,177.92,Business
2021-10-31 10:59:00.000000 UTC,ric7KCMc139GIVpe2qjmQyfY/HCiumqDkn0M+iQEQ4U=,175.57,Business
2021-10-31 03:43:00.000000 UTC,DEtW/8e+JMg38pTUjnd1mpfVD41FtJbsXXHyQkzDgr8=,123.53,Pro
2021-10-26 18:31:00.000000 UTC,J3mlOs71WC+LropPSTv/PYsRUQAjDt4Bfu4neUF7lqg=,193.4,Business
2021-10-25 08:42:00.000000 UTC,hDWnp53rvtS050UtCdjcZYGDRYHjeG1tbqVIwHC72Bo=,150.66,Business
2021-10-22 11:51:00.000000 UTC,nHQDIGOfEdteYfEZ8aBdfL0iU5gFuIu1P9JHBqu+dt8=,123.76,Pro
2021-10-15 12:54:00.000000 UTC,kOFpd9UkXOm3bjNU/uan2X1eX7u0DQJ9BVnRfy8Oi6E=,170.57,Business
2021-10-01 11:43:00.000000 UTC,X8zmitrITnZt5q8k1XaRFqCCOvB7pmHb02fbyX5IlPE=,132.41,Pro
2021-09-30 19:43:00.000000 UTC,oeKGRrM8DGsaaKgzFOyYKK9kaQF9uhEoqR+9SqALD3s=,193.41,Business
2021-09-27 21:21:00.000000 UTC,BU5ULw3iSTce8W/Nn6I7O9ws+5q/ZcvppOYo2HAKj4o=,170.56,Business
2021-09-25 21:12:00.000000 UTC,c+VNVu+qEQeO0MybvuB8IDfdFQhYvbrhA2GHsyfXXYs=,189.55,Business
2021-09-22 02:04:00.000000 UTC,aqiuTz/m9ym79EUEahGkDmHaMRvPJFYQ5GQtRwH1LMQ=,170.58,Business
2021-09-20 16:11:00.000000 UTC,dzUWcNZUvxeLrdwfO//pZhKodvrIuNPkKsuikgjse18=,190.17,Business
2021-09-20 14:23:00.000000 UTC,qpSAURz3QQVh9BWjGyXWVuiL0SKJQn+kQIJmbsGSMqg=,170.59,Business
2021-09-17 20:49:00.000000 UTC,QtCdaXd50DY/eD2Yxavif5kM73mOwjV7KWXZpL+5K0M=,163.52,Business
2021-09-17 17:22:00.000000 UTC,vPjyeEMnPpD7P+b63WedoKUKzKOwht0xb0pzHGH03Hs=,174.53,Business
2021-09-09 15:33:00.000000 UTC,8GjfWJ1Hnt7eg+FLcZHNuvS1Oy5eVlOxNbNa8feyr/o=,78.19,Pro
2021-09-05 23:25:00.000000 UTC,zay9mX1VEvYFnmk4MP0B0LfjwBSv+XQsAncMLEYZsd0=,188.11,Business
2021-09-03 10:45:00.000000 UTC,1mKms/OhiBeZxxhgG5Q6lbgC3Bgoo+rUY0r75e8BpGU=,192.59,Business
2021-09-02 04:56:00.000000 UTC,PrlmYS2o9BGGYTPoyxYpphyUs2BXVyXai4yMunU3OU8=,183.14,Business
2021-09-02 02:35:00.000000 UTC,QATFt9XTNDmWJf5THn7hzAKm4nNdh/oyBdGX9Y+5zDs=,78.99,Pro
2021-08-28 10:21:00.000000 UTC,3/h3Gan3reEZhwMRt4jmiLqeX7AjSVMtoZNqy/nZngE=,137.54,Business
2021-08-28 08:06:00.000000 UTC,E2TsKzPZru997gtfX4Ddb9w4JxqzWTnDzTq6v9hJVrM=,193.46,Business
2021-08-24 17:28:00.000000 UTC,AR+IIdVsoKKfqKkB3w0i6AQz4K2UL/rbiIC5b9mMZc0=,191.09,Business
2021-08-23 23:02:00.000000 UTC,OXhEfoYN2Mb50nrEy9Iy6QkeiriRoVIlw64yJXVfJYo=,165.35,Business
2021-08-21 22:50:00.000000 UTC,3i8lrynh/0tY8SDOcyeig9QfJGYnVzaJUckRhDJk2Ws=,121.42,Pro
2021-08-21 16:15:00.000000 UTC,TUMyV48XsOjdSQFyrwLVMy/dinx3NZxx8rn9YbDzsCk=,143.52,Business
2021-08-21 15:43:00.000000 UTC,On3E62vLjFD+Jlo5HfnKDMgcxQnfl2jjlinXqdA84Xk=,193.48,Business
2021-08-20 12:16:00.000000 UTC,KA4KV0J36UaxOtyP6ClDeXdLqSQUHyYSEsYyZZloSI0=,127.02,Pro
2021-08-20 02:05:00.000000 UTC,CrYtSaNBR95twdUksoCPRFtk0XfxA1sDnzjkWTXB/So=,157.99,Business
2021-08-18 01:32:00.000000 UTC,89v9+7KaVqosV3kJQaNDKWOYNpcOtn7rMk7AsmbwUJ4=,193.46,Business
2021-08-13 18:57:00.000000 UTC,tuW13JWX34qJklk07nYVLc3HW4mx6ZmWPqHaX9fXWgk=,170.56,Business
2021-08-11 22:47:00.000000 UTC,92JsvSWZRWXX/Uc1rbcKemnWRO1kuU0L5VAB/G/A0rQ=,193.37,Business
2021-08-10 23:41:00.000000 UTC,4hUGXQz/AaQ60rJu4fBa+4QBMbCZJ1/YbkE+QjeyVMM=,165.21,Business
2021-08-06 21:58:00.000000 UTC,86XJ+aAEMdnVGbZpLdU/gtKiDJPM33XAVHQUbog0sLk=,193.37,Business
2021-08-06 19:37:00.000000 UTC,D+6gSSf/8AuZdReRRBRTOfYk287wExmzynm3fLxqayk=,170.58,Business
2021-08-03 00:35:00.000000 UTC,GPVfJgCcl0KCya5Qo1Iz6+KOuC0c1WxRF2vBtJrFHUo=,170.58,Business
2021-07-31 23:47:00.000000 UTC,Q33X2zww7s0JQhdsW6P3eJ2kh6Ji6OUnFklZdADHOdY=,193.0,Business
2021-07-30 17:47:00.000000 UTC,9B5eQxurRy0qugoyq4559aOUIOV63VoDEn+WHJwagGU=,182.64,Business
2021-07-30 05:57:00.000000 UTC,tA64I3DWYQUyaIIHVg0KsG1I0nqYxkU2xkfOhdlMY3g=,193.44,Business
2021-07-27 20:43:00.000000 UTC,5RYOVsC0+4gPb4A2AcEzpbPjekTKl2W8k3knqGiB7HY=,191.37,Business
2021-07-20 17:46:00.000000 UTC,vHMNI0VysdSyV04K/TskVcc1cpGQMUzvvVRLeoq0o2g=,155.09,Business
2021-07-06 16:37:00.000000 UTC,ACx9ign9rQZf32nniCMavgInhqu+LYLGjpUQIakQ3+w=,170.56,Business
2021-06-29 13:15:00.000000 UTC,N2ejzGUlo+9xL+nGbU6cjdsi7g0/BJ+Uw90x5xt6l2Q=,170.58,Business
2021-06-29 00:20:00.000000 UTC,wYcfF/9/nYgJBKkIbV0L9r58yHRdfqtOa/SrxCWH8ek=,140.68,Business
2021-06-23 17:22:00.000000 UTC,sWgssQQM4CwfMfZPrWLKYXuFHHKJWiv+3SOt4NU+o48=,188.7,Business
2021-06-18 02:42:00.000000 UTC,iQqDqV3/qW543n3EMUmqbgpaWdQqOzgHs+Qb34WJorg=,193.45,Business
