activity_date,user_id,inc_amt
2021-11-18,UU14458807,38.08
2021-11-18,UU14574681,5.14
2021-11-18,UU15913726,50.85
2021-11-18,UU00197304,165.26
2022-08-01,UU08713812,38.08
2022-08-01,UU07110324,37.33
2022-08-01,UU14485614,226.29
2022-08-01,UU15451517,27.82
2022-08-01,UU09640344,43.6
2022-08-01,UU12229548,16.3
2022-08-01,UU04469436,28.08
2022-08-01,UU01700165,10.8
2022-08-01,UU04928796,19.14
2022-08-01,UU02577384,8.98
2022-08-01,UU15929094,18.4
2022-08-01,UU14317485,31.84
2022-08-01,UU00192295,19.09
2022-08-01,UU01010293,7.73
2023-04-14,UU00514726,27.92
2023-04-14,UU09936714,60.8
2023-04-14,UU15775273,8.99
2023-04-14,UU06497443,185.44
2023-12-26,UU05112489,9.17
2023-12-26,UU00135443,36.8
2023-12-26,UU06853428,35.47
2023-12-26,UU01949171,11.02
2023-12-26,UU09258143,38.45
2023-12-26,UU02226858,27.2
2023-12-26,UU12577724,157.25
2023-12-26,UU13538969,27.44
2023-12-26,UU13420135,196.06
2019-10-13,UU04304996,8.11
2019-10-13,UU15857127,55.46
2019-10-13,UU15772636,9.68
2019-10-13,UU12139882,9.6
2019-10-13,UU08492887,9.25
2019-10-13,UU03858560,10.77
2019-10-13,UU10360110,6.86
2019-10-13,UU06504853,15.71
2019-10-13,UU12486992,7.84
2019-10-13,UU12318153,5.49
2019-10-13,UU07169038,6.37
2019-10-13,UU15312879,5.44
2019-10-13,UU05892300,14.98
2019-10-13,UU10878057,5.57
2019-10-13,UU12168526,37.09
2019-10-13,UU09615454,36.62
2019-10-13,UU04396622,122.19
2019-10-13,UU12497897,26.08
2020-06-25,UU12251343,12.93
2020-06-25,UU05866848,90.8
2020-06-25,UU02346381,87.84
2020-06-25,UU13852102,12.83
2020-06-25,UU08583183,76.51
2020-06-25,UU04649115,20.93
2020-06-25,UU02771201,150.34
2021-03-08,UU07823500,99.47
2021-03-08,UU07915479,13.55
2021-03-08,UU07877378,148.96
2021-03-08,UU04991204,10.45
2021-03-08,UU11334754,48.13
2021-03-08,UU11487388,11.5
2021-03-08,UU14583632,18.21
2021-03-08,UU13560905,52.85
2021-03-08,UU12453610,10.11
2021-03-08,UU14965902,13.94
2021-03-08,UU04067782,262.72
2021-03-08,UU04491080,18.94
2021-11-19,UU09977721,27.92
2021-11-19,UU14575077,333.49
2021-11-19,UU10945011,24.59
2021-11-19,UU01823439,9.25
2021-11-19,UU12576721,99.04
2021-11-19,UU09466355,22.94
2021-11-19,UU10549077,27.66
2021-11-19,UU11740193,24.1
2021-11-19,UU09342122,22.94
2021-11-19,UU00852726,153.18
2021-11-19,UU14894745,126.82
2021-11-19,UU10059495,5.14
2022-08-02,UU04827070,4.19
2022-08-02,UU08945288,123.81
2022-08-02,UU12218925,20.34
2022-08-02,UU12229548,12.88
2022-08-02,UU08266217,19.52
2022-08-02,UU02567407,41.66
2022-08-02,UU08077689,10.94
2022-08-02,UU16264058,7.36
2022-08-02,UU06504853,16.34
2022-08-02,UU09010932,29.94
2023-04-15,UU08216179,19.36
2023-04-15,UU07416531,131.04
2023-04-15,UU00040390,53.76
2023-04-15,UU12943964,21.07
2023-04-15,UU13504489,131.84
2023-04-15,UU06472253,35.6
2023-12-27,UU15791551,25.6
2023-12-27,UU10746815,203.92
2023-12-27,UU00306559,17.76
2023-12-27,UU06815227,129.42
2023-12-27,UU13623665,25.3
2023-12-27,UU15340371,236.46
2023-12-27,UU10489633,9.09
2023-12-27,UU12672695,34.08
2023-12-27,UU08343013,124.06
2023-12-27,UU08255323,61.36
2023-12-27,UU10084661,56.64
2019-10-14,UU01441928,125.92
2019-10-14,UU11617940,7.28
2019-10-14,UU00887771,12.5
2019-10-14,UU00402647,19.31
2019-10-14,UU14434372,196.29
2019-10-14,UU12244086,15.6
2019-10-14,UU04700442,37.58
2019-10-14,UU12471816,33.92
2019-10-14,UU00218443,92.42
2019-10-14,UU14617221,9.49
2019-10-14,UU14720777,171.6
2019-10-14,UU07850769,5.65
2019-10-14,UU12561000,13.26
2019-10-14,UU15857127,247.57
2019-10-14,UU03579406,96.53
2019-10-14,UU10770785,9.09
2019-10-14,UU01420185,8.27
2019-10-14,UU08511956,69.58
2019-10-14,UU05407256,52.5
2019-10-14,UU10668450,71.46
2020-06-26,UU02174715,13.22
2020-06-26,UU01769247,8.75
2020-06-26,UU15529787,13.31
2020-06-26,UU16186203,20.8
2020-06-26,UU05216131,27.65
2020-06-26,UU00483473,19.54
2020-06-26,UU02040642,64.02
2020-06-26,UU00752683,19.47
2020-06-26,UU00053081,20.46
2020-06-26,UU16708491,70.24
2020-06-26,UU05670130,77.63
2020-06-26,UU13463345,35.17
2021-03-09,UU00720322,203.36
2021-03-09,UU13718062,10.51
2021-03-09,UU10233656,87.2
2021-03-09,UU09437089,8.11
2021-03-09,UU09996936,265.6
2021-03-09,UU15750934,13.66
2021-03-09,UU08062512,208.32
2021-03-09,UU11265858,24.67
2021-03-09,UU08492887,11.36
2021-03-09,UU13139810,225.28
2021-03-09,UU02939422,24.66
2021-03-09,UU11334754,18.29
2021-11-20,UU04654081,80.7
2021-11-20,UU04755082,136.42
2021-11-20,UU07893792,47.28
2021-11-20,UU03979408,10.96
2021-11-20,UU11845440,94.38
2021-11-20,UU03602129,46.8
2022-08-03,UU05656904,151.78
2022-08-03,UU06911463,7.65
2022-08-03,UU13854378,162.72
2022-08-03,UU11544102,155.52
2022-08-03,UU11336569,42.93
2022-08-03,UU07791927,16.3
2022-08-03,UU15000503,34.66
2022-08-03,UU16015546,148.83
2022-08-03,UU14918292,22.91
2022-08-03,UU14305594,37.1
2022-08-03,UU05929876,43.73
2023-04-16,UU15510027,15.47
2023-04-16,UU11863293,153.68
2023-12-28,UU03218799,97.84
2023-12-28,UU10163615,96.43
2023-12-28,UU11303451,650.96
2023-12-28,UU09280858,23.2
2023-12-28,UU03875624,263.81
2019-10-15,UU15505390,18.96
2019-10-15,UU07476694,20.46
2019-10-15,UU02331990,30.59
2019-10-15,UU05457972,33.09
2019-10-15,UU15929094,5.98
2019-10-15,UU15913590,14.03
2019-10-15,UU03670909,5.9
2019-10-15,UU15934625,205.22
2019-10-15,UU16220989,5.94
2019-10-15,UU14777002,11.89
2019-10-15,UU09230534,13.2
2019-10-15,UU15351216,29.17
2020-06-27,UU02670745,7.15
2020-06-27,UU14508209,15.23
2020-06-27,UU03059819,57.92
2020-06-27,UU04866945,47.58
2020-06-27,UU03115814,37.81
2020-06-27,UU14868533,80.8
2021-03-10,UU15791551,42.4
2021-03-10,UU14622682,8.82
2021-03-10,UU02645966,67.36
2021-03-10,UU16608853,28.96
2021-03-10,UU15268514,6.78
2021-03-10,UU10096192,185.44
2021-03-10,UU09525891,27.86
2021-03-10,UU03262884,225.28
2021-03-10,UU14392070,27.87
2021-03-10,UU00720322,185.44
2021-03-10,UU04946466,70.61
2021-03-10,UU12903924,4.69
2021-03-10,UU01486879,29.57
2021-03-10,UU04082306,7.07
2021-03-10,UU13385410,27.89
2021-11-21,UU05105373,29.44
2021-11-21,UU08492887,40.32
2021-11-21,UU11917120,22.67
2021-11-21,UU11740193,14.22
2021-11-21,UU14252098,24.54
2021-11-21,UU15367916,76
2021-11-21,UU15791551,105.04
2021-11-21,UU15941099,35.66
2021-11-21,UU11845440,96.22
2021-11-21,UU09858485,87.73
2021-11-21,UU15464771,55.09
2022-08-04,UU01799864,379.04
2022-08-04,UU12132588,103.02
2022-08-04,UU04970338,51.34
2022-08-04,UU14519910,25.28
2022-08-04,UU12229548,25.87
2022-08-04,UU10945011,24.5
2022-08-04,UU15791551,40.19
2022-08-04,UU15325752,28.9
2023-04-17,UU05976937,18.4
2023-04-17,UU06844925,8.53
2023-04-17,UU03227075,20.22
2023-04-17,UU12142253,36.64
2023-04-17,UU16516027,388.86
2023-04-17,UU07021027,26.08
2023-12-29,UU14968843,131.62
2023-12-29,UU01333867,68.16
2023-12-29,UU08080814,32.9
2023-12-29,UU15333583,20.99
2023-12-29,UU05151379,108.8
2023-12-29,UU16082034,17.68
2023-12-29,UU16640393,52.8
2019-10-16,UU04633462,19.34
2019-10-16,UU02604314,193.78
2019-10-16,UU08544062,48.5
2019-10-16,UU10391256,13.58
2019-10-16,UU07476694,14.96
2019-10-16,UU04018132,125.92
2019-10-16,UU16643178,18.32
2019-10-16,UU11076056,15.23
2019-10-16,UU12115279,9.25
2019-10-16,UU08675764,127.04
2019-10-16,UU08462790,10.05
2019-10-16,UU12723729,159.2
2020-06-28,UU14508209,21.65
2020-06-28,UU15996447,23.14
2020-06-28,UU08754579,12
2020-06-28,UU03348547,23.71
2020-06-28,UU03740435,26.67
2020-06-28,UU16610571,26.4
2020-06-28,UU07932953,23.2
2020-06-28,UU16373057,76.19
2021-03-11,UU10338162,57.31
2021-03-11,UU02839118,79.01
2021-03-11,UU13608607,370.06
2021-03-11,UU13693934,76.77
2021-03-11,UU07675966,23.23
2021-03-11,UU13713378,337.92
2021-11-22,UU11488777,46.38
2021-11-22,UU00419637,62.05
2021-11-22,UU08341773,136.42
2021-11-22,UU04415249,137.41
2021-11-22,UU15791551,126.48
2021-11-22,UU08492887,17.3
2021-11-22,UU01799864,41.62
2021-11-22,UU14051897,141.14
2021-11-22,UU12930045,142.46
2021-11-22,UU15197182,55.47
2021-11-22,UU09916399,16.56
2021-11-22,UU13814856,133.28
2021-11-22,UU10549077,26.74
2021-11-22,UU11551014,55.2
2021-11-22,UU14325189,64.38
2021-11-22,UU07844579,75.52
2021-11-22,UU00852726,153.18
2022-08-05,UU14360922,27.92
2022-08-05,UU02390330,45.09
2022-08-05,UU16145736,24.5
2022-08-05,UU00165588,10.46
2022-08-05,UU13854378,21.92
2022-08-05,UU01046666,90.83
2022-08-05,UU12229548,21.97
2022-08-05,UU16424152,144.9
2022-08-05,UU02085244,19.94
2023-04-18,UU12769157,56.8
2023-04-18,UU04662448,87.2
2023-04-18,UU15624603,49.92
2023-04-18,UU05695391,18.38
2023-04-18,UU08490111,29.57
2023-04-18,UU16136156,19.44
2023-04-18,UU06666421,31.28
2023-04-18,UU04980661,50.03
2023-04-18,UU06774743,504
2023-04-18,UU03227075,26.14
2023-04-18,UU02544945,10.62
2023-12-30,UU10791515,28.62
2023-12-30,UU03697917,24.32
2023-12-30,UU16035771,99.01
2023-12-30,UU03916841,54.88
2019-10-17,UU16178440,12.4
2019-10-17,UU07476694,9.09
2019-10-17,UU10857102,15.07
2019-10-17,UU13334135,10.46
2019-10-17,UU12108060,18.85
2019-10-17,UU16240930,44.21
2019-10-17,UU12723729,14.4
2019-10-17,UU02552490,8.78
2019-10-17,UU16643178,14.94
2019-10-17,UU12967627,9.15
2019-10-17,UU00828131,13.41
2019-10-17,UU01807693,222.8
2019-10-17,UU11165095,16.91
2019-10-17,UU04570570,18.13
2019-10-17,UU07377686,17.41
2019-10-17,UU08765039,20.64
2020-06-29,UU03733807,163.2
2020-06-29,UU01276547,22.46
2020-06-29,UU16562437,14.4
2020-06-29,UU11782845,5.2
2020-06-29,UU15791551,14.72
2020-06-29,UU14351135,20.53
2020-06-29,UU01402993,115.06
2020-06-29,UU09659981,29.76
2020-06-29,UU05222680,29.15
2020-06-29,UU05371196,6.74
2021-03-12,UU08857300,10.35
2021-03-12,UU13782796,143.2
2021-03-12,UU10916110,29.41
2021-03-12,UU15806808,33.39
2021-03-12,UU01411032,90.37
2021-03-12,UU11480936,203.36
2021-03-12,UU11845440,89.18
2021-03-12,UU09746226,201.89
2021-03-12,UU10046460,182.64
2021-03-12,UU13561508,10.69
2021-03-12,UU14798244,7.6
2021-03-12,UU15176134,89.92
2021-03-12,UU04026498,225.28
2021-03-12,UU06732499,14.82
2021-03-12,UU14417699,11.02
2021-03-12,UU08492887,5.66
2021-11-23,UU04415249,29.14
2021-11-23,UU08642413,356.64
2021-11-23,UU13935857,17.58
2021-11-23,UU08655035,39.84
2021-11-23,UU00904422,42.4
2021-11-23,UU15115087,13.95
2021-11-23,UU03268447,6.9
2021-11-23,UU02979784,258.83
2021-11-23,UU06955483,165.6
2021-11-23,UU16373103,17.47
2021-11-23,UU04231783,43.62
2021-11-23,UU00942473,130.69
2021-11-23,UU09140439,21.42
2021-11-23,UU07282215,6.78
2021-11-23,UU14894745,196.18
2021-11-23,UU00514726,50.37
2021-11-23,UU10222275,186.37
2021-11-23,UU08312147,121.78
2021-11-23,UU15791551,33.22
2021-11-23,UU13538139,59.2
2021-11-23,UU09331801,75.52
2022-08-06,UU00370769,8.43
2022-08-06,UU11940828,17.81
2022-08-06,UU16770650,11.18
2022-08-06,UU13581404,87.82
2022-08-06,UU09158770,56.58
2022-08-06,UU12425597,21.31
2022-08-06,UU08437557,0.94
2023-04-19,UU01604194,14.61
2023-04-19,UU14274643,53.6
2023-04-19,UU14518323,12.46
2023-04-19,UU12074323,50.24
2023-04-19,UU13120538,152.7
2023-04-19,UU05297393,21.84
2023-12-31,UU12927957,13.2
2023-12-31,UU01333867,49.49
2023-12-31,UU10946830,88.48
2019-10-18,UU05270260,5.5
2019-10-18,UU03105562,56.99
2019-10-18,UU05586356,7.46
2019-10-18,UU15298063,8.72
2019-10-18,UU08992874,59.6
2019-10-18,UU08544102,6.86
2019-10-18,UU11669320,21.7
2019-10-18,UU05649706,29.47
2019-10-18,UU11465386,11.34
2019-10-18,UU04991792,123.79
2019-10-18,UU09181006,39.81
2020-06-30,UU13695039,67.26
2020-06-30,UU14350751,3.49
2020-06-30,UU08524217,204.94
2020-06-30,UU04106079,168.66
2020-06-30,UU09948711,6.35
2020-06-30,UU02040642,69.76
2020-06-30,UU00760159,239.09
2021-03-13,UU08468516,9.09
2021-03-13,UU04423862,23.98
2021-03-13,UU13042800,6.69
2021-03-13,UU11962664,198.72
2021-03-13,UU16242686,18.69
2021-03-13,UU11877666,238.4
2021-03-13,UU00471618,6.02
2021-03-13,UU07713138,6.78
2021-03-13,UU10889432,106.74
2021-03-13,UU10338162,112.51
2021-03-13,UU08907391,11.42
2021-03-13,UU16112990,124.72
2021-03-13,UU14117413,98
2021-03-13,UU10931796,28.19
2021-03-13,UU02956550,33.1
2021-03-13,UU16037682,12.67
2021-11-24,UU16654479,72.37
2021-11-24,UU08986567,37.9
2021-11-24,UU03039845,43.33
2021-11-24,UU05339127,7.79
2021-11-24,UU12348485,10.96
2021-11-24,UU04415249,162.56
2021-11-24,UU10348417,55.95
2021-11-24,UU01980199,59.2
2021-11-24,UU05689141,319.04
2021-11-24,UU07523525,208.32
2022-08-07,UU09613645,27.52
2022-08-07,UU12229548,13.92
2022-08-07,UU06943653,288.26
2022-08-07,UU04654081,37.18
2022-08-07,UU02233305,17.57
2022-08-07,UU06065085,25.73
2022-08-07,UU16770650,15.28
2023-04-20,UU13049048,42.24
2023-04-20,UU06737985,157.76
2023-04-20,UU04231783,18.11
2023-04-20,UU02695504,36.13
2023-04-20,UU00878966,9.09
2023-04-20,UU10534825,18.4
2023-04-20,UU00585946,61.6
2023-04-20,UU05726069,69.28
2024-01-01,UU15550969,9.5
2024-01-01,UU12187087,102.64
2024-01-01,UU15851577,106.19
2024-01-01,UU05470239,12.96
2024-01-01,UU01045163,52.96
2024-01-01,UU12350427,59.42
2019-10-19,UU12967627,8.83
2019-10-19,UU10059652,19.89
2019-10-19,UU00687914,13.47
2019-10-19,UU03026256,10.86
2019-10-19,UU11812907,87.15
2019-10-19,UU14087082,9.6
2019-10-19,UU14723800,16.91
2020-07-01,UU13852102,13.44
2020-07-01,UU14797997,5.23
2020-07-01,UU04106079,196.64
2020-07-01,UU08743537,23.2
2020-07-01,UU07528629,19.71
